CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,Country,Region,AcquisitionChannel,SubscriptionPlan,AverageOrderValue,CustomerLifespanDays,CustomerLifespanMonths,PurchaseFrequencyPerMonth,HistoricalCLTV,CLTVDifference,CLTVSegment,CLTVSegmentSort
C00588,7564.26,2,6,2025-05-31,2025-07-12,India,North,Referral,Standard,3782.13,42,1.38,1.45,7568.04,3.78,High Value,3
C00589,2254.401,2,7,2026-03-23,2026-03-31,Australia,North,Social Media,Basic,1127.2,8,1.0,2.0,2254.4,-0.0,Medium Value,2
C00590,7093.5545,6,18,2026-01-19,2026-04-07,India,East,Social Media,Basic,1182.26,78,2.56,2.34,7082.21,-11.34,High Value,3
C00591,2344.455,1,5,2025-04-16,2025-04-16,United States,West,Social Media,Standard,2344.46,0,1.0,1.0,2344.46,0.01,Medium Value,2
C00592,5531.889999999999,2,7,2026-03-07,2026-03-30,India,South,Organic Search,Standard,2765.94,23,1.0,2.0,5531.88,-0.01,High Value,3
C00593,1953.52,1,4,2026-02-27,2026-02-27,India,Central,Referral,Basic,1953.52,0,1.0,1.0,1953.52,0.0,Low Value,1
C00594,41274.1535,5,16,2026-03-24,2026-06-24,India,North,Organic Search,Premium,8254.83,92,3.02,1.66,41383.11,108.96,Very High Value,4
C00595,5491.988,2,6,2025-06-13,2025-06-15,India,West,Paid Search,Standard,2745.99,2,1.0,2.0,5491.98,-0.01,High Value,3
C00596,2218.276,2,6,2025-02-05,2025-02-24,United Kingdom,West,Paid Search,Basic,1109.14,19,1.0,2.0,2218.28,0.0,Low Value,1
C00597,5107.39,1,1,2025-11-14,2025-11-14,India,East,Social Media,Premium,5107.39,0,1.0,1.0,5107.39,0.0,High Value,3
C00598,1084.833,2,3,2026-02-05,2026-03-14,India,North,Organic Search,Basic,542.42,37,1.22,1.64,1085.27,0.44,Low Value,1
C00599,200.96,1,1,2025-05-09,2025-05-09,United States,South,Referral,Basic,200.96,0,1.0,1.0,200.96,0.0,Low Value,1
C00600,5656.38,4,14,2025-01-15,2025-04-29,India,North,Referral,Basic,1414.1,104,3.42,1.17,5658.38,2.0,High Value,3
C00601,70308.60399999999,6,22,2026-02-27,2026-06-27,United Kingdom,East,Organic Search,Premium,11718.1,120,3.94,1.52,70177.36,-131.24,Very High Value,4
C00602,52423.638999999996,7,16,2026-01-14,2026-05-30,Canada,West,Email,Premium,7489.09,136,4.47,1.57,52557.68,134.04,Very High Value,4
C00603,388.92,1,1,2025-05-13,2025-05-13,Canada,Central,Social Media,Basic,388.92,0,1.0,1.0,388.92,0.0,Low Value,1
C00604,8081.046,2,9,2025-10-11,2025-10-31,United Kingdom,East,Affiliate,Standard,4040.52,20,1.0,2.0,8081.04,-0.01,High Value,3
C00605,2213.046,2,5,2026-01-07,2026-01-13,India,North,Organic Search,Basic,1106.52,6,1.0,2.0,2213.04,-0.01,Low Value,1
C00606,6642.138,1,4,2025-06-13,2025-06-13,India,East,Paid Search,Standard,6642.14,0,1.0,1.0,6642.14,0.0,High Value,3
C00607,3013.6325,1,5,2025-02-02,2025-02-02,India,Central,Referral,Basic,3013.63,0,1.0,1.0,3013.63,-0.0,Medium Value,2
C00608,5344.504,2,8,2025-02-08,2025-03-07,India,East,Email,Basic,2672.25,27,1.0,2.0,5344.5,-0.0,High Value,3
C00609,8246.569,4,12,2025-01-31,2025-03-10,United States,Central,Email,Basic,2061.64,38,1.25,3.2,8246.56,-0.01,High Value,3
C00610,7645.609999999999,2,5,2025-12-29,2026-01-10,Canada,West,Social Media,Standard,3822.8,12,1.0,2.0,7645.6,-0.01,High Value,3
C00611,1619.295,2,4,2026-03-17,2026-04-29,India,Central,Organic Search,Basic,809.65,43,1.41,1.42,1621.08,1.78,Low Value,1
C00612,1712.0235,1,3,2025-05-29,2025-05-29,United States,Central,Email,Basic,1712.02,0,1.0,1.0,1712.02,-0.0,Low Value,1
C00613,9088.469000000001,3,9,2025-07-14,2025-09-02,India,South,Email,Standard,3029.49,50,1.64,1.83,9092.11,3.64,High Value,3
C00614,7724.782999999999,6,22,2026-03-03,2026-05-09,India,East,Referral,Basic,1287.46,67,2.2,2.73,7732.48,7.7,High Value,3
C00615,14864.092999999999,4,13,2025-09-03,2025-10-06,United Kingdom,Central,Organic Search,Standard,3716.02,33,1.08,3.7,14849.22,-14.87,Very High Value,4
C00616,5709.7175,2,10,2025-04-16,2025-06-07,India,West,Social Media,Basic,2854.86,52,1.71,1.17,5711.72,2.0,High Value,3
C00617,54190.109500000006,6,18,2025-04-05,2025-08-05,India,South,Organic Search,Premium,9031.68,122,4.01,1.5,54325.56,135.45,Very High Value,4
C00618,7862.135,4,9,2025-09-26,2025-12-25,United States,South,Organic Search,Standard,1965.53,90,2.96,1.35,7854.26,-7.88,High Value,3
C00619,4369.245000000001,4,10,2025-04-07,2025-07-19,India,North,Paid Search,Basic,1092.31,103,3.38,1.18,4356.57,-12.68,Medium Value,2
C00620,13078.083999999999,2,8,2025-04-06,2025-04-10,India,South,Social Media,Standard,6539.04,4,1.0,2.0,13078.08,-0.0,Very High Value,4
C00621,24214.150999999998,5,10,2025-11-27,2026-04-05,India,West,Social Media,Premium,4842.83,129,4.24,1.18,24229.65,15.5,Very High Value,4
C00622,23568.445,4,16,2025-02-01,2025-05-06,Australia,East,Social Media,Premium,5892.11,94,3.09,1.29,23486.54,-81.9,Very High Value,4
C00623,2256.217,3,5,2025-10-18,2025-12-09,United Kingdom,North,Organic Search,Basic,752.07,52,1.71,1.75,2250.57,-5.65,Medium Value,2
C00624,11578.051000000001,4,9,2025-07-20,2025-09-05,India,North,Paid Search,Standard,2894.51,47,1.54,2.6,11589.62,11.57,High Value,3
C00625,1625.16,1,2,2026-03-16,2026-03-16,India,East,Organic Search,Standard,1625.16,0,1.0,1.0,1625.16,0.0,Low Value,1
C00626,24551.3445,6,10,2025-09-04,2025-12-31,India,South,Referral,Premium,4091.89,118,3.88,1.55,24608.63,57.29,Very High Value,4
C00627,2365.9,3,9,2025-05-31,2025-06-29,India,West,Organic Search,Basic,788.63,29,1.0,3.0,2365.89,-0.01,Medium Value,2
C00628,8642.736499999999,8,22,2025-04-27,2025-11-02,India,Central,Referral,Basic,1080.34,189,6.21,1.29,8654.5,11.76,High Value,3
C00629,968.4775,1,1,2026-03-05,2026-03-05,United States,East,Organic Search,Standard,968.48,0,1.0,1.0,968.48,0.0,Low Value,1
C00630,7095.102,5,17,2025-01-30,2025-05-02,India,North,Email,Basic,1419.02,92,3.02,1.66,7113.83,18.73,High Value,3
C00631,3195.8435,3,10,2025-03-06,2025-05-25,United States,West,Social Media,Basic,1065.28,80,2.63,1.14,3193.92,-1.92,Medium Value,2
C00632,1268.1,1,3,2025-01-12,2025-01-12,United Kingdom,North,Paid Search,Basic,1268.1,0,1.0,1.0,1268.1,0.0,Low Value,1
C00633,4971.459000000001,3,6,2025-03-25,2025-06-04,India,North,Paid Search,Standard,1657.15,71,2.33,1.29,4980.9,9.44,High Value,3
C00635,1193.62,1,2,2025-05-02,2025-05-02,India,West,Paid Search,Basic,1193.62,0,1.0,1.0,1193.62,0.0,Low Value,1
C00637,3038.652,1,4,2026-04-27,2026-04-27,United Kingdom,Central,Organic Search,Basic,3038.65,0,1.0,1.0,3038.65,-0.0,Medium Value,2
C00638,24745.600000000002,8,22,2025-09-25,2026-03-30,Canada,North,Organic Search,Standard,3093.2,186,6.11,1.31,24758.28,12.68,Very High Value,4
C00639,3558.6400000000003,2,7,2025-06-10,2025-06-15,India,North,Paid Search,Basic,1779.32,5,1.0,2.0,3558.64,-0.0,Medium Value,2
C00640,751.2660000000001,1,2,2025-06-25,2025-06-25,India,East,Paid Search,Basic,751.27,0,1.0,1.0,751.27,0.0,Low Value,1
C00641,4736.656,4,14,2026-04-09,2026-06-26,United Kingdom,South,Organic Search,Basic,1184.16,78,2.56,1.56,4729.06,-7.6,Medium Value,2
C00642,949.941,1,3,2025-08-24,2025-08-24,Canada,East,Affiliate,Basic,949.94,0,1.0,1.0,949.94,-0.0,Low Value,1
C00643,4807.98,5,12,2025-05-21,2025-07-22,Australia,West,Organic Search,Basic,961.6,62,2.04,2.45,4806.08,-1.9,Medium Value,2
C00645,6057.06,1,2,2026-01-04,2026-01-04,India,South,Email,Premium,6057.06,0,1.0,1.0,6057.06,0.0,High Value,3
C00646,10965.254,4,10,2025-10-30,2026-02-12,United Kingdom,South,Email,Standard,2741.31,105,3.45,1.16,10970.72,5.47,High Value,3
C00647,2715.06,1,3,2026-04-09,2026-04-09,India,South,Email,Standard,2715.06,0,1.0,1.0,2715.06,0.0,Medium Value,2
C00648,2777.741,4,6,2025-09-12,2025-11-11,United Kingdom,East,Organic Search,Basic,694.44,60,1.97,2.03,2777.14,-0.6,Medium Value,2
C00649,2692.1525,2,8,2025-10-09,2025-11-07,United States,Central,Referral,Basic,1346.08,29,1.0,2.0,2692.16,0.01,Medium Value,2
C00650,1759.572,1,1,2026-04-14,2026-04-14,United States,Central,Paid Search,Standard,1759.57,0,1.0,1.0,1759.57,-0.0,Low Value,1
C00652,10949.488,3,12,2026-03-12,2026-03-26,India,Central,Social Media,Standard,3649.83,14,1.0,3.0,10949.49,0.0,High Value,3
C00653,2007.232,2,4,2026-03-17,2026-04-04,Canada,West,Social Media,Basic,1003.62,18,1.0,2.0,2007.24,0.01,Low Value,1
C00654,773.148,1,4,2025-05-14,2025-05-14,India,East,Paid Search,Basic,773.15,0,1.0,1.0,773.15,0.0,Low Value,1
C00655,6882.662,3,6,2025-08-14,2025-11-12,India,North,Referral,Standard,2294.22,90,2.96,1.01,6858.8,-23.86,High Value,3
C00656,7473.255999999999,3,8,2026-03-28,2026-06-03,India,East,Social Media,Standard,2491.09,67,2.2,1.36,7453.34,-19.92,High Value,3
C00657,2395.22,2,6,2025-03-15,2025-03-16,United Kingdom,North,Paid Search,Basic,1197.61,1,1.0,2.0,2395.22,0.0,Medium Value,2
C00659,4081.104,1,3,2025-09-02,2025-09-02,Canada,East,Affiliate,Standard,4081.1,0,1.0,1.0,4081.1,-0.0,Medium Value,2
C00660,4980.32,1,4,2025-06-19,2025-06-19,United Kingdom,Central,Social Media,Standard,4980.32,0,1.0,1.0,4980.32,0.0,High Value,3
C00661,17069.5625,13,42,2025-08-21,2026-05-20,India,South,Organic Search,Basic,1313.04,272,8.94,1.45,17020.94,-48.62,Very High Value,4
C00662,5847.397,4,17,2026-03-08,2026-05-18,India,Central,Paid Search,Basic,1461.85,71,2.33,1.72,5858.51,11.11,High Value,3
C00663,1602.023,1,2,2025-10-07,2025-10-07,India,West,Organic Search,Standard,1602.02,0,1.0,1.0,1602.02,-0.0,Low Value,1
C00664,5098.8865000000005,2,7,2026-05-16,2026-05-26,India,South,Referral,Standard,2549.44,10,1.0,2.0,5098.88,-0.01,High Value,3
C00665,38331.892,6,19,2025-03-07,2025-06-27,Australia,North,Referral,Premium,6388.65,112,3.68,1.63,38321.68,-10.21,Very High Value,4
C00666,24464.538,4,10,2026-02-08,2026-04-13,United Kingdom,West,Referral,Premium,6116.13,64,2.1,1.9,24403.36,-61.18,Very High Value,4
C00667,2552.308,2,8,2025-09-25,2025-10-13,United Kingdom,North,Organic Search,Basic,1276.15,18,1.0,2.0,2552.3,-0.01,Medium Value,2
C00668,793.5520000000001,1,2,2026-05-15,2026-05-15,United States,South,Social Media,Basic,793.55,0,1.0,1.0,793.55,-0.0,Low Value,1
C00669,4793.568,3,8,2025-03-06,2025-04-12,United Kingdom,Central,Paid Search,Basic,1597.86,37,1.22,2.46,4795.5,1.93,Medium Value,2
C00670,29166.9955,4,10,2025-08-20,2025-10-27,India,South,Affiliate,Premium,7291.75,68,2.23,1.79,29106.48,-60.52,Very High Value,4
C00671,47419.9515,12,47,2025-08-31,2026-05-01,India,South,Referral,Standard,3951.66,243,7.98,1.5,47301.37,-118.58,Very High Value,4
C00672,21810.496,5,17,2025-06-09,2025-07-22,Canada,Central,Referral,Standard,4362.1,43,1.41,3.55,21834.49,23.99,Very High Value,4
C00673,4441.636,4,13,2025-12-11,2026-03-06,United Kingdom,South,Organic Search,Basic,1110.41,85,2.79,1.43,4430.2,-11.44,Medium Value,2
C00674,13797.928,4,17,2026-01-22,2026-03-04,India,South,Organic Search,Standard,3449.48,41,1.35,2.96,13784.12,-13.81,Very High Value,4
C00675,40670.015,12,37,2025-03-20,2025-09-24,India,Central,Referral,Standard,3389.17,188,6.18,1.94,40633.44,-36.57,Very High Value,4
C00676,29996.262000000002,3,8,2025-08-09,2025-09-28,India,Central,Email,Premium,9998.75,50,1.64,1.83,30008.25,11.99,Very High Value,4
C00677,14344.032,4,13,2025-10-13,2026-01-20,India,West,Organic Search,Standard,3586.01,99,3.25,1.23,14335.07,-8.96,Very High Value,4
C00678,7536.8495,7,17,2026-02-10,2026-06-15,United States,East,Referral,Basic,1076.69,125,4.11,1.7,7522.83,-14.02,High Value,3
C00679,942.786,1,1,2026-02-25,2026-02-25,India,Central,Paid Search,Standard,942.79,0,1.0,1.0,942.79,0.0,Low Value,1
C00680,8140.945,3,7,2026-04-06,2026-04-30,Canada,Central,Email,Standard,2713.65,24,1.0,3.0,8140.95,0.01,High Value,3
C00681,1405.7434999999998,2,5,2025-05-15,2025-05-27,United States,East,Social Media,Basic,702.87,12,1.0,2.0,1405.74,-0.0,Low Value,1
C00682,1659.879,2,8,2025-08-11,2025-09-24,Australia,East,Affiliate,Basic,829.94,44,1.45,1.38,1660.71,0.83,Low Value,1
C00683,19575.636,3,7,2025-05-02,2025-06-05,Canada,West,Email,Premium,6525.21,34,1.12,2.68,19586.07,10.43,Very High Value,4
C00684,3556.8,1,4,2025-12-05,2025-12-05,India,Central,Paid Search,Standard,3556.8,0,1.0,1.0,3556.8,0.0,Medium Value,2
C00685,1224.226,2,5,2025-04-27,2025-04-28,Australia,South,Paid Search,Basic,612.11,1,1.0,2.0,1224.22,-0.01,Low Value,1
C00686,532.59,1,3,2026-01-26,2026-01-26,India,West,Social Media,Basic,532.59,0,1.0,1.0,532.59,0.0,Low Value,1
C00687,739.3499999999999,1,3,2025-04-04,2025-04-04,India,East,Email,Basic,739.35,0,1.0,1.0,739.35,0.0,Low Value,1
C00688,1153.017,1,1,2025-02-18,2025-02-18,United Kingdom,East,Organic Search,Standard,1153.02,0,1.0,1.0,1153.02,0.0,Low Value,1
C00689,8408.8,1,5,2026-03-17,2026-03-17,United States,West,Email,Standard,8408.8,0,1.0,1.0,8408.8,0.0,High Value,3
C00690,2427.63,1,3,2026-01-19,2026-01-19,Australia,South,Paid Search,Standard,2427.63,0,1.0,1.0,2427.63,0.0,Medium Value,2
C00691,3398.3,3,8,2025-04-05,2025-05-19,India,Central,Paid Search,Basic,1132.77,44,1.45,2.07,3400.01,1.71,Medium Value,2
C00692,9494.888,2,6,2025-12-17,2026-01-15,India,East,Paid Search,Premium,4747.44,29,1.0,2.0,9494.88,-0.01,High Value,3
C00693,4024.4799999999996,2,8,2025-09-09,2025-09-12,India,North,Affiliate,Basic,2012.24,3,1.0,2.0,4024.48,0.0,Medium Value,2
C00694,1953.005,2,5,2025-12-25,2026-02-09,India,Central,Email,Basic,976.5,46,1.51,1.32,1946.36,-6.65,Low Value,1
C00696,4153.0869999999995,2,5,2026-04-24,2026-04-25,India,East,Social Media,Standard,2076.54,1,1.0,2.0,4153.08,-0.01,Medium Value,2
C00697,1606.296,1,4,2025-06-29,2025-06-29,India,South,Referral,Basic,1606.3,0,1.0,1.0,1606.3,0.0,Low Value,1
C00698,1622.525,2,7,2026-02-16,2026-03-28,United Kingdom,North,Social Media,Basic,811.26,40,1.31,1.53,1626.01,3.48,Low Value,1
C00699,15033.0075,12,35,2025-05-05,2026-01-14,Canada,West,Referral,Basic,1252.75,254,8.34,1.44,15045.03,12.02,Very High Value,4
C00700,10067.472,2,5,2026-04-26,2026-05-15,United Kingdom,West,Affiliate,Premium,5033.74,19,1.0,2.0,10067.48,0.01,High Value,3
C00701,9335.3195,10,26,2025-03-28,2025-08-31,India,East,Organic Search,Basic,933.53,156,5.12,1.95,9320.36,-14.96,High Value,3
C00702,8585.376,1,4,2025-05-22,2025-05-22,Canada,Central,Social Media,Premium,8585.38,0,1.0,1.0,8585.38,0.0,High Value,3
C00703,3047.072,3,8,2025-09-14,2025-10-30,India,West,Email,Basic,1015.69,46,1.51,1.99,3052.05,4.98,Medium Value,2
C00704,2902.64,1,4,2025-01-26,2025-01-26,India,Central,Email,Standard,2902.64,0,1.0,1.0,2902.64,0.0,Medium Value,2
C00705,10569.871000000001,3,9,2026-03-27,2026-06-28,India,Central,Organic Search,Standard,3523.29,93,3.06,0.98,10565.64,-4.23,High Value,3
C00706,61561.841499999995,5,16,2025-02-23,2025-07-04,India,West,Paid Search,Premium,12312.37,131,4.3,1.16,61414.1,-147.74,Very High Value,4
C00707,13148.372,2,9,2025-04-02,2025-04-16,United States,South,Social Media,Standard,6574.19,14,1.0,2.0,13148.38,0.01,Very High Value,4
C00708,40386.076,5,14,2025-06-09,2025-08-14,India,South,Affiliate,Premium,8077.22,66,2.17,2.3,40313.41,-72.67,Very High Value,4
C00709,5848.533,5,13,2026-04-21,2026-06-19,Australia,East,Email,Basic,1169.71,59,1.94,2.58,5854.63,6.1,High Value,3
C00710,1254.993,3,7,2025-04-03,2025-05-09,United Kingdom,North,Organic Search,Basic,418.33,36,1.18,2.54,1253.82,-1.17,Low Value,1
C00711,46276.6115,9,24,2025-02-17,2025-07-27,India,East,Paid Search,Premium,5141.85,160,5.26,1.71,46248.88,-27.73,Very High Value,4
C00712,3907.234,3,7,2025-03-20,2025-04-07,United Kingdom,South,Organic Search,Basic,1302.41,18,1.0,3.0,3907.23,-0.0,Medium Value,2
C00713,39167.65,6,18,2025-12-25,2026-05-21,Canada,North,Referral,Premium,6527.94,147,4.83,1.24,39097.14,-70.51,Very High Value,4
C00714,2452.0164999999997,2,5,2025-09-21,2025-10-16,India,North,Email,Basic,1226.01,25,1.0,2.0,2452.02,0.0,Medium Value,2
C00715,11632.4,2,9,2026-01-21,2026-01-24,India,East,Email,Standard,5816.2,3,1.0,2.0,11632.4,0.0,High Value,3
C00716,2842.7,1,5,2025-05-31,2025-05-31,India,South,Email,Basic,2842.7,0,1.0,1.0,2842.7,0.0,Medium Value,2
C00717,5304.929,5,15,2025-06-27,2025-10-30,United Kingdom,South,Email,Basic,1060.99,125,4.11,1.22,5320.02,15.09,High Value,3
C00718,410.42,1,1,2025-08-22,2025-08-22,India,East,Organic Search,Basic,410.42,0,1.0,1.0,410.42,0.0,Low Value,1
C00719,16072.976999999999,3,12,2025-08-15,2025-09-24,India,East,Paid Search,Standard,5357.66,40,1.31,2.29,16072.44,-0.54,Very High Value,4
C00720,2632.1440000000002,3,7,2025-09-08,2025-10-26,India,East,Social Media,Basic,877.38,48,1.58,1.9,2633.89,1.75,Medium Value,2
C00721,5550.923000000001,5,16,2025-02-25,2025-06-11,Canada,South,Referral,Basic,1110.18,106,3.48,1.44,5563.33,12.41,High Value,3
C00722,15877.806,1,4,2025-12-10,2025-12-10,Canada,North,Organic Search,Premium,15877.81,0,1.0,1.0,15877.81,0.0,Very High Value,4
C00723,1156.992,1,3,2026-03-13,2026-03-13,United States,West,Email,Basic,1156.99,0,1.0,1.0,1156.99,-0.0,Low Value,1
C00724,3036.1,2,2,2025-06-10,2025-06-12,India,Central,Social Media,Standard,1518.05,2,1.0,2.0,3036.1,0.0,Medium Value,2
C00726,5608.72,2,3,2025-09-24,2025-10-11,India,East,Organic Search,Standard,2804.36,17,1.0,2.0,5608.72,0.0,High Value,3
C00727,931.05,1,3,2026-03-09,2026-03-09,United States,South,Affiliate,Basic,931.05,0,1.0,1.0,931.05,0.0,Low Value,1
C00728,30992.8335,12,34,2025-11-06,2026-06-30,United States,South,Affiliate,Standard,2582.74,236,7.75,1.55,31025.16,32.33,Very High Value,4
C00729,2352.759,3,5,2025-05-18,2025-05-30,India,South,Referral,Basic,784.25,12,1.0,3.0,2352.75,-0.01,Medium Value,2
C00730,21496.5925,4,10,2025-05-01,2025-07-11,India,East,Social Media,Premium,5374.15,71,2.33,1.72,21537.44,40.85,Very High Value,4
C00731,2194.674,2,2,2025-03-06,2025-04-21,India,East,Affiliate,Premium,1097.34,46,1.51,1.32,2187.22,-7.45,Low Value,1
C00732,8794.82,3,9,2025-06-13,2025-08-02,United Kingdom,East,Referral,Standard,2931.61,50,1.64,1.83,8798.35,3.53,High Value,3
C00733,3759.576,3,10,2025-07-26,2025-09-09,India,North,Paid Search,Basic,1253.19,45,1.48,2.03,3765.08,5.5,Medium Value,2
C00734,2504.032,1,2,2025-09-29,2025-09-29,India,East,Paid Search,Standard,2504.03,0,1.0,1.0,2504.03,-0.0,Medium Value,2
C00735,3989.74,3,8,2025-10-02,2025-10-29,India,West,Referral,Basic,1329.91,27,1.0,3.0,3989.73,-0.01,Medium Value,2
C00736,3965.7,1,5,2025-05-05,2025-05-05,India,South,Organic Search,Standard,3965.7,0,1.0,1.0,3965.7,0.0,Medium Value,2
C00737,1447.848,1,1,2025-05-08,2025-05-08,United States,East,Paid Search,Standard,1447.85,0,1.0,1.0,1447.85,0.0,Low Value,1
C00738,4234.387,2,7,2025-05-15,2025-06-12,India,West,Email,Basic,2117.19,28,1.0,2.0,4234.38,-0.01,Medium Value,2
C00739,6369.007,3,7,2025-04-20,2025-05-24,India,Central,Organic Search,Standard,2123.0,34,1.12,2.68,6372.4,3.39,High Value,3
C00740,13127.378,5,10,2025-06-05,2025-09-07,Australia,Central,Affiliate,Standard,2625.48,94,3.09,1.62,13142.63,15.25,Very High Value,4
C00741,6289.488,5,13,2025-01-21,2025-04-16,Australia,East,Referral,Basic,1257.9,85,2.79,1.79,6282.08,-7.41,High Value,3
C00742,6393.19,4,13,2025-09-02,2025-10-25,India,South,Referral,Basic,1598.3,53,1.74,2.3,6396.4,3.21,High Value,3
C00743,4369.514,2,5,2025-11-08,2025-12-08,United Kingdom,South,Referral,Standard,2184.76,30,1.0,2.0,4369.52,0.01,Medium Value,2
C00745,75151.7975,9,26,2025-03-31,2025-09-17,India,South,Organic Search,Premium,8350.2,170,5.58,1.61,75016.53,-135.27,Very High Value,4
C00746,34844.2685,5,14,2026-03-19,2026-06-25,India,North,Organic Search,Premium,6968.85,98,3.22,1.55,34781.53,-62.74,Very High Value,4
C00747,5005.099,4,10,2026-04-16,2026-06-16,United States,Central,Referral,Basic,1251.27,61,2.0,2.0,5005.08,-0.02,High Value,3
C00748,2601.513,2,2,2026-04-13,2026-06-03,Canada,North,Email,Standard,1300.76,51,1.68,1.19,2600.48,-1.03,Medium Value,2
C00749,2370.99,2,5,2025-10-06,2025-10-07,United States,North,Social Media,Basic,1185.49,1,1.0,2.0,2370.98,-0.01,Medium Value,2
C00750,6407.245000000001,3,8,2025-09-05,2025-12-11,India,West,Referral,Standard,2135.75,97,3.19,0.94,6404.26,-2.99,High Value,3
C00751,4250.896,3,12,2026-03-09,2026-05-15,India,North,Email,Basic,1416.97,67,2.2,1.36,4239.57,-11.33,Medium Value,2
C00752,1052.721,1,1,2026-05-08,2026-05-08,United Kingdom,East,Referral,Standard,1052.72,0,1.0,1.0,1052.72,-0.0,Low Value,1
C00753,5978.0345,4,12,2025-01-19,2025-03-09,United Kingdom,North,Email,Basic,1494.51,49,1.61,2.48,5967.28,-10.75,High Value,3
C00754,3057.4925000000003,2,9,2025-12-19,2026-01-14,India,East,Organic Search,Basic,1528.75,26,1.0,2.0,3057.5,0.01,Medium Value,2
C00755,1247.8425000000002,1,5,2025-11-13,2025-11-13,India,Central,Paid Search,Basic,1247.84,0,1.0,1.0,1247.84,-0.0,Low Value,1
C00756,7610.34,3,7,2025-12-26,2026-02-12,India,South,Paid Search,Standard,2536.78,48,1.58,1.9,7615.41,5.07,High Value,3
C00757,2595.5499999999997,3,8,2025-07-21,2025-09-02,India,West,Social Media,Basic,865.18,43,1.41,2.13,2598.4,2.85,Medium Value,2
C00758,8943.580000000002,2,6,2026-01-15,2026-01-16,Canada,South,Paid Search,Standard,4471.79,1,1.0,2.0,8943.58,-0.0,High Value,3
C00759,2142.48,2,4,2025-09-14,2025-10-13,India,South,Referral,Standard,1071.24,29,1.0,2.0,2142.48,0.0,Low Value,1
C00761,2366.8239999999996,2,4,2025-02-26,2025-03-21,Australia,West,Referral,Basic,1183.41,23,1.0,2.0,2366.82,-0.0,Medium Value,2
C00762,4348.878000000001,3,9,2025-05-22,2025-08-21,India,Central,Paid Search,Basic,1449.63,91,2.99,1.0,4334.39,-14.49,Medium Value,2
C00763,10945.5785,3,10,2025-12-31,2026-01-24,United States,East,Email,Standard,3648.53,24,1.0,3.0,10945.59,0.01,High Value,3
C00764,4537.817,3,7,2026-03-22,2026-05-26,India,West,Organic Search,Basic,1512.61,65,2.14,1.4,4531.78,-6.04,Medium Value,2
C00765,13710.503,4,17,2026-02-24,2026-04-11,India,South,Social Media,Standard,3427.63,46,1.51,2.65,13715.66,5.16,Very High Value,4
C00766,11880.355,2,8,2025-07-05,2025-07-13,India,North,Email,Standard,5940.18,8,1.0,2.0,11880.36,0.01,Very High Value,4
C00767,6143.608,5,17,2025-02-25,2025-05-07,India,West,Affiliate,Basic,1228.72,71,2.33,2.15,6155.27,11.66,High Value,3
C00768,6234.889999999999,2,4,2025-10-06,2025-10-17,Australia,North,Organic Search,Standard,3117.44,11,1.0,2.0,6234.88,-0.01,High Value,3
C00769,11116.673499999999,3,9,2025-10-23,2025-11-12,India,East,Affiliate,Standard,3705.56,20,1.0,3.0,11116.68,0.01,High Value,3
C00770,1927.656,3,7,2025-05-02,2025-06-09,United Kingdom,West,Social Media,Basic,642.55,38,1.25,2.4,1927.65,-0.01,Low Value,1
C00771,33319.327,4,9,2025-03-13,2025-04-23,India,Central,Social Media,Premium,8329.83,41,1.35,2.96,33286.0,-33.33,Very High Value,4
C00772,8415.781500000001,7,22,2025-06-08,2025-09-29,India,Central,Referral,Basic,1202.25,113,3.71,1.89,8430.06,14.28,High Value,3
C00773,4587.385,2,9,2025-09-17,2025-10-24,Australia,East,Referral,Basic,2293.69,37,1.22,1.64,4589.21,1.82,Medium Value,2
C00774,8508.395,5,18,2025-11-15,2026-02-07,India,West,Referral,Basic,1701.68,84,2.76,1.81,8500.91,-7.49,High Value,3
C00775,1206.176,2,6,2025-04-30,2025-05-14,United States,South,Email,Basic,603.09,14,1.0,2.0,1206.18,0.0,Low Value,1
C00776,4682.643,5,17,2025-10-11,2025-12-21,India,East,Organic Search,Basic,936.53,71,2.33,2.15,4691.55,8.91,Medium Value,2
C00777,1858.8564999999999,3,8,2026-03-02,2026-04-30,Australia,Central,Paid Search,Basic,619.62,59,1.94,1.55,1863.2,4.34,Low Value,1
C00778,17842.152000000002,5,12,2026-04-22,2026-05-23,Australia,South,Social Media,Standard,3568.43,31,1.02,4.9,17835.01,-7.14,Very High Value,4
C00779,60126.29,10,22,2025-09-27,2026-06-09,United States,South,Referral,Premium,6012.63,255,8.38,1.19,59959.15,-167.14,Very High Value,4
C00780,4728.66,2,6,2025-04-25,2025-05-12,India,Central,Referral,Standard,2364.33,17,1.0,2.0,4728.66,0.0,Medium Value,2
C00781,13298.0385,4,12,2025-02-25,2025-04-05,United Kingdom,West,Email,Standard,3324.51,39,1.28,3.12,13276.76,-21.28,Very High Value,4
C00782,39294.205,15,31,2025-02-03,2025-12-25,United Kingdom,East,Referral,Standard,2619.61,325,10.68,1.4,39168.41,-125.79,Very High Value,4
C00783,15529.25,1,5,2026-04-24,2026-04-24,India,East,Social Media,Premium,15529.25,0,1.0,1.0,15529.25,0.0,Very High Value,4
C00784,3335.5365,3,3,2025-05-27,2025-07-10,India,Central,Paid Search,Standard,1111.85,44,1.45,2.07,3337.22,1.68,Medium Value,2
